WKT,nome,descrizione
"LINESTRING (12.2427633 41.7955687, 12.2426685 41.795616, 12.2424566 41.7956959, 12.2423332 41.7957539, 12.2421428 41.7958639, 12.2422071 41.7959879, 12.2421696 41.7960899, 12.242234 41.7962498)",Linea 186,
"LINESTRING (12.2427114 41.795562, 12.2426685 41.795616, 12.2424754 41.7956799, 12.2422179 41.7958119, 12.2421052 41.7958559, 12.242293 41.7960039, 12.2422045 41.7960759, 12.2420489 41.7961759, 12.2421106 41.7962898)",Linea 187,
"LINESTRING (12.2427704 41.795542, 12.2425263 41.795642, 12.2422635 41.7958019, 12.2421186 41.7957859, 12.242073 41.7957079, 12.242014 41.795624, 12.2419684 41.795588, 12.2418048 41.795606, 12.2416412 41.795628, 12.2415339 41.7957019, 12.2414373 41.7956919)",Linea 188,
"LINESTRING (12.2427141 41.795528, 12.2426229 41.795542, 12.2424888 41.79558, 12.24236 41.795612, 12.2422876 41.795526, 12.2422474 41.795456, 12.2421508 41.795378, 12.242065 41.795368, 12.2419792 41.795418, 12.2418102 41.795436, 12.2417485 41.795374, 12.2416546 41.79531, 12.2415339 41.795356, 12.2414427 41.795516, 12.241499 41.795596, 12.2415741 41.7957119, 12.2415339 41.7957799, 12.2414159 41.7957759)",Linea 189,
"LINESTRING (12.2426256 41.795638, 12.2428106 41.795556, 12.2426873 41.795646, 12.2425397 41.7957359, 12.2423842 41.7957579, 12.2424888 41.7958619, 12.2424351 41.7959119, 12.2423117 41.7959479, 12.2423117 41.7960199, 12.2422098 41.7960459, 12.2421428 41.7960959, 12.2420247 41.7961359, 12.2418987 41.7961719, 12.2418021 41.7962019, 12.2417887 41.7962438)",Linea 190,
"LINESTRING (12.2427141 41.795528, 12.2424888 41.79558, 12.2424459 41.795646, 12.2423815 41.7956799, 12.2421642 41.7957319, 12.2420945 41.7957459, 12.241896 41.7957899, 12.2417458 41.7958179, 12.2416814 41.7958919, 12.2416117 41.7959139, 12.2414722 41.7959499, 12.2413327 41.7960099)",Linea 191,
"LINESTRING (12.2427633 41.7955687, 12.2427114 41.795562, 12.2425719 41.795634, 12.2424754 41.7956799, 12.2423064 41.7957119, 12.2422313 41.7957899, 12.2419845 41.7958019, 12.2418424 41.7958879, 12.2418129 41.7959559, 12.2416975 41.7960159, 12.2413757 41.7961019)",Linea 192,
"LINESTRING (12.2427704 41.795542, 12.2427114 41.795562, 12.2425666 41.79561, 12.2424566 41.7956959, 12.2423252 41.7957799, 12.2422715 41.7958979, 12.242293 41.7959839, 12.2421428 41.7960959, 12.2420328 41.7961599, 12.2418987 41.7961719, 12.2417485 41.7961759)",Linea 193,
"LINESTRING (12.2427624 41.795516, 12.2426792 41.795508, 12.2426148 41.795498, 12.2424995 41.795526, 12.242419 41.795582, 12.2423332 41.795604, 12.242242 41.7956679, 12.2421213 41.7956879, 12.2419684 41.7957439, 12.2418343 41.7957759, 12.241719 41.7958519, 12.2416439 41.7959119, 12.2415178 41.7960059, 12.2415446 41.7961179, 12.2414776 41.7962079, 12.2413569 41.7962398, 12.2411852 41.7961819, 12.2411477 41.7959899, 12.2411959 41.7958859, 12.2412871 41.7958379, 12.241255 41.7957279, 12.2413488 41.795614, 12.2414105 41.795504, 12.2414534 41.795368, 12.2415124 41.795292, 12.2416197 41.795248, 12.2418155 41.795316)",Linea 194,
"LINESTRING (12.2421965 41.7964258, 12.2422529 41.7963538, 12.2423333 41.7963698, 12.2423789 41.7964238, 12.2423575 41.7964778, 12.2422931 41.7965098, 12.2421751 41.7964898, 12.2421509 41.7964198, 12.2421885 41.7963718, 12.2422743 41.7963178, 12.2423763 41.7963198, 12.2424058 41.7963858, 12.242395 41.7964638, 12.2423494 41.7964818, 12.2422743 41.7964438, 12.242226 41.7963898, 12.2421295 41.7963258, 12.242049 41.7963638, 12.2419846 41.7963918, 12.2419015 41.7963718, 12.2418774 41.7963038, 12.2417887 41.7962438)",Linea 195,
"POLYGON ((12.2547782 41.795887, 12.2546575 41.795756, 12.2550021 41.795596, 12.2551108 41.795736, 12.2547782 41.795887))",security-check2-t1,
"POLYGON ((12.2514101 41.7962669, 12.251563 41.796053, 12.2521035 41.796213, 12.2520136 41.7964359, 12.2514101 41.7962669))",security-check3-t3,
"POLYGON ((12.2503077 41.795807, 12.25047 41.7956571, 12.2512291 41.796034, 12.2514034 41.7962599, 12.2512653 41.7963179, 12.2503077 41.795807))",passport-check-t3,
"POLYGON ((12.2496828 41.7954573, 12.2498303 41.7953053, 12.2503479 41.7955813, 12.2502058 41.7957392, 12.2496828 41.7954573))",security-check1-t3,
"POLYGON ((12.2495118 41.7950908, 12.2496144 41.7949849, 12.2497103 41.7950369, 12.2496051 41.7951423, 12.2495118 41.7950908))",security-check2-t3,
"POLYGON ((12.2485523 41.7948974, 12.2486759 41.7947529, 12.24881 41.7948309, 12.248692 41.7949688, 12.2485523 41.7948974))",passport-check-satellite,
"POLYGON ((12.2521405 41.7969416, 12.2518441 41.7970785, 12.2517636 41.7969616, 12.2515839 41.7970215, 12.2515531 41.7969686, 12.2520184 41.7967896, 12.2521405 41.7969416))",passport-check3-t1,
"LINESTRING (12.2481546 41.7950048, 12.2478393 41.7948565, 12.2475496 41.7947765, 12.2471473 41.7947205, 12.246792 41.7946848, 12.2465089 41.7946805, 12.2462234 41.7946768, 12.2458437 41.7947205, 12.2453878 41.7947845, 12.2450391 41.7948725, 12.2445712 41.7950248, 12.2442225 41.7951408, 12.2437343 41.7953047, 12.2433856 41.7954407, 12.2431228 41.7955127, 12.2428826 41.7955604)",Linea 2,
"LINESTRING (12.2428116 41.7955727, 12.242943 41.7955465, 12.2431228 41.7955127, 12.2433856 41.7954407, 12.2437798 41.7952746, 12.244268 41.7951146, 12.2447267 41.7949848, 12.2451612 41.7948328, 12.2455877 41.7947546, 12.2459149 41.7946987, 12.2463923 41.7946827, 12.2468751 41.7946827, 12.247315 41.7947346, 12.2475832 41.7947826, 12.2478059 41.7948368, 12.2480115 41.7949354, 12.2481618 41.7950113)",Linea 1,
